TICKER,MID_PRICE,MID_YIELD,DURATION_MID,CONVEXITY_MID,BID_ASK_SPREAD,AVG_DAILY_TRADE_COUNT_60,SPREAD_ROLLING_STD,VOLUME_ROLLING_STD,YIELD_SPREAD,MARKET_REGIME,vol_regime,liquidity_score,VOLUME_ROLLING_STD_LOG,MID_YIELD_WINS,MID_YIELD_CAPPED
SBRA,92.61597015031775,5.712812254575169,3.805167610651129,0.22642646553019172,0.15803339679621842,6.520021839984769,0.09237198699437905,66.75203904890733,-0.00042260990818928995,Normal,low,1.8803278540771111,0.6675203904890733,0.0571281225457517,0.0571281225457517
SKT,91.9357154775156,5.558649184503057,3.177947901825688,0.15937053864476453,0.09918097859327236,5.4164470948091745,0.04335752391176219,25.749229436968157,-0.00033961895749842026,Normal,medium,1.5620647587475767,0.2574922943696816,0.05558649184503057,0.05558649184503057
SPG,92.7327548846636,5.053889211128205,5.691237881698849,0.6470863981742259,0.14976962342167643,11.024869796766959,0.14305182746944642,197.7524879738137,-0.00024753471173389745,Normal,medium,3.179493915082162,1.9775248797381368,0.050538892111282055,0.050538892111282055
STOR,93.64666252050715,6.265527708814285,3.58663831535,0.15576741154785714,0.21208642857142881,5.213542857142857,0.014458017022840127,46.53756572200829,-0.0006210875641428071,Low Volatility,high,1.5035486219680179,0.4653756572200829,0.06265527708814285,0.06265527708814285
SUI,95.61215597036126,5.52037117853559,5.1648112590565125,0.33915514543473657,0.2016856359232044,6.700560998425565,0.05553750733520922,49.30675371410327,-0.000397883159899172,Normal,medium,1.9323940613229236,0.49306753714103274,0.0552037117853559,0.0552037117853559
SVC,90.99827611124566,8.469557203207385,3.296776189796347,0.15909084612708768,0.4273650718198305,8.77122165621763,0.2590176320119143,148.63140019314315,-0.0013336487530967258,High Volatility,medium,2.529557844933371,1.4863140019314314,0.08469557203207385,0.08469557203207385
UDR,90.40516383180554,5.18093242432909,5.678112445997041,0.3867826145884602,0.1460754408803408,7.511588708721032,0.0221971998382261,72.50974822931818,-0.0002830477714462756,Low Volatility,high,2.166288675715889,0.7250974822931818,0.051809324243290905,0.051809324243290905
UNIT,93.39078649233437,10.665491277749288,3.243737872545688,0.13583616335001353,0.7270403952887508,9.312349262218763,0.23422043260927253,116.73828817891867,-0.0024424176747258213,High Volatility,medium,2.6856151918480817,1.1673828817891867,0.10665491277749288,0.10665491277749288
URI,96.00584522699435,5.718834631495835,4.618627132687812,0.27919297072926974,0.20747560563783676,14.00637917341085,0.07980768830867986,197.96472662054092,-0.000453438723990007,Normal,medium,4.039339980890538,1.9796472662054092,0.05718834631495835,0.05718834631495835
VNO,86.73289806289829,6.594148245720229,3.840015408714043,0.22333785490822794,0.24344758769440358,12.953235592387104,0.15130183129114147,165.19972969864122,-0.0006882632356805048,High Volatility,medium,3.735620874062195,1.6519972969864123,0.06594148245720229,0.06594148245720229
WPC,96.33747264879126,5.183407414905269,3.275940518252982,0.15071671832842998,0.08916045769736473,8.469547295408876,0.03650851604262045,100.6282130232785,-0.000265336950382752,Normal,medium,2.44255710821637,1.0062821302327851,0.051834074149052695,0.051834074149052695
